session,StudentID,hand_raises,looking_down,looking_up,course
classinsight-cmu_05748A_ghc_4101_201902141630,0,7,0.21711899791231734,0.7828810020876826,05748A
classinsight-cmu_05748A_ghc_4101_201902141630,1,11,0.0,1.0,05748A
classinsight-cmu_05748A_ghc_4101_201902141630,2,17,0.014893617021276596,0.9851063829787234,05748A
classinsight-cmu_05748A_ghc_4101_201902141630,3,7,0.04929577464788732,0.9507042253521126,05748A
classinsight-cmu_05748A_ghc_4101_201902141630,4,9,0.018789144050104383,0.9812108559498957,05748A
classinsight-cmu_05748A_ghc_4101_201902141630,5,16,0.0041753653444676405,0.9958246346555324,05748A
classinsight-cmu_05748A_ghc_4101_201902141630,6,32,0.04384133611691023,0.9561586638830898,05748A
classinsight-cmu_05748A_ghc_4101_201902141630,7,2,0.005747126436781609,0.9942528735632183,05748A
classinsight-cmu_05748A_ghc_4101_201902141630,8,5,0.016701461377870562,0.9832985386221295,05748A
classinsight-cmu_05748A_ghc_4101_201902141630,9,17,0.02510460251046025,0.9748953974895398,05748A
classinsight-cmu_05748A_ghc_4101_201902141630,10,2,0.02643171806167401,0.973568281938326,05748A
classinsight-cmu_05748A_ghc_4101_201902141630,11,3,0.0,1.0,05748A
classinsight-cmu_05748A_ghc_4101_201902141630,12,6,0.15824175824175823,0.8417582417582418,05748A
classinsight-cmu_05748A_ghc_4101_201902141630,13,1,0.7828746177370031,0.21712538226299694,05748A
classinsight-cmu_05748A_ghc_4101_201902141630,14,11,0.017817371937639197,0.9821826280623608,05748A
classinsight-cmu_05748A_ghc_4101_201902141630,15,4,0.1865671641791045,0.8134328358208955,05748A
classinsight-cmu_05748A_ghc_4101_201902141630,16,6,0.0,1.0,05748A
classinsight-cmu_05748A_ghc_4101_201902141630,17,11,0.2786885245901639,0.7213114754098361,05748A
classinsight-cmu_05748A_ghc_4101_201902141630,18,2,0.078125,0.921875,05748A
classinsight-cmu_05748A_ghc_4101_201904021630,0,8,0.008955223880597015,0.991044776119403,05748A
classinsight-cmu_05748A_ghc_4101_201904021630,1,0,0.010395010395010396,0.9896049896049897,05748A
classinsight-cmu_05748A_ghc_4101_201904021630,2,3,0.004158004158004158,0.9958419958419958,05748A
classinsight-cmu_05748A_ghc_4101_201904021630,3,6,0.04184100418410042,0.9581589958158996,05748A
classinsight-cmu_05748A_ghc_4101_201904021630,4,4,0.0,1.0,05748A
classinsight-cmu_05748A_ghc_4101_201904021630,5,3,0.0,1.0,05748A
classinsight-cmu_05748A_ghc_4101_201904021630,6,2,0.010395010395010396,0.9896049896049897,05748A
classinsight-cmu_05748A_ghc_4101_201904021630,7,1,0.02962962962962963,0.9703703703703703,05748A
classinsight-cmu_05748A_ghc_4101_201904021630,8,20,0.025157232704402517,0.9748427672955975,05748A
classinsight-cmu_05748A_ghc_4101_201904021630,9,18,0.0,1.0,05748A
classinsight-cmu_05748A_ghc_4101_201904021630,10,1,0.00631578947368421,0.9936842105263158,05748A
classinsight-cmu_05748A_ghc_4101_201904021630,11,8,0.017429193899782137,0.9825708061002179,05748A
classinsight-cmu_05748A_ghc_4101_201904021630,12,6,0.12951167728237792,0.8704883227176221,05748A
classinsight-cmu_05748A_ghc_4101_201904021630,13,26,0.021321961620469083,0.9786780383795309,05748A
classinsight-cmu_05748A_ghc_4101_201904021630,14,14,0.09887640449438202,0.9011235955056179,05748A
classinsight-cmu_05748A_ghc_4101_201904021630,15,6,0.16666666666666666,0.8333333333333334,05748A
classinsight-cmu_05748A_ghc_4101_201904021630,16,7,0.24786324786324787,0.7521367521367521,05748A
classinsight-cmu_05748A_ghc_4101_201904021630,17,0,0.0,1.0,05748A
classinsight-cmu_05748A_ghc_4101_201904021630,18,5,0.0,1.0,05748A
classinsight-cmu_05748A_ghc_4101_201904021630,19,3,0.014492753623188406,0.9855072463768116,05748A
classinsight-cmu_05748A_ghc_4101_201902051630,0,1,0.018867924528301886,0.9811320754716981,05748A
classinsight-cmu_05748A_ghc_4101_201902051630,1,1,0.008403361344537815,0.9915966386554622,05748A
classinsight-cmu_05748A_ghc_4101_201902051630,2,5,0.010482180293501049,0.989517819706499,05748A
classinsight-cmu_05748A_ghc_4101_201902051630,3,0,0.0041928721174004195,0.9958071278825996,05748A
classinsight-cmu_05748A_ghc_4101_201902051630,4,4,0.06708595387840671,0.9329140461215932,05748A
classinsight-cmu_05748A_ghc_4101_201902051630,5,1,0.050314465408805034,0.949685534591195,05748A
classinsight-cmu_05748A_ghc_4101_201902051630,6,1,0.008385744234800839,0.9916142557651991,05748A
classinsight-cmu_05748A_ghc_4101_201902051630,7,1,0.07127882599580712,0.9287211740041929,05748A
classinsight-cmu_05748A_ghc_4101_201902051630,8,10,0.22641509433962265,0.7735849056603774,05748A
classinsight-cmu_05748A_ghc_4101_201902051630,9,4,0.05829596412556054,0.9417040358744395,05748A
classinsight-cmu_05748A_ghc_4101_201902051630,10,9,0.04852320675105485,0.9514767932489452,05748A
classinsight-cmu_05748A_ghc_4101_201902051630,11,10,0.7711864406779662,0.22881355932203384,05748A
classinsight-cmu_05748A_ghc_4101_201902051630,12,1,0.08189655172413793,0.9181034482758621,05748A
classinsight-cmu_05748A_ghc_4101_201902051630,13,12,0.0,1.0,05748A
classinsight-cmu_05748A_ghc_4101_201902051630,14,3,0.04185022026431718,0.9581497797356828,05748A
classinsight-cmu_05748A_ghc_4101_201902051630,15,10,0.12304250559284116,0.8769574944071589,05748A
classinsight-cmu_05748A_ghc_4101_201902051630,16,14,0.0,1.0,05748A
classinsight-cmu_05748A_ghc_4101_201902051630,17,4,0.041791044776119404,0.9582089552238806,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,0,11,0.0,1.0,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,1,14,0.22321428571428573,0.7767857142857143,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,2,7,0.024608501118568233,0.9753914988814317,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,3,3,0.05803571428571429,0.9419642857142857,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,4,1,0.010309278350515464,0.9896907216494846,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,5,13,0.0,1.0,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,6,29,0.0,1.0,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,7,4,0.013452914798206279,0.9865470852017937,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,8,1,0.002242152466367713,0.9977578475336323,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,9,8,0.03644646924829157,0.9635535307517085,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,10,0,0.0,1.0,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,11,4,0.021176470588235293,0.9788235294117648,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,12,4,0.046511627906976744,0.9534883720930233,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,13,7,0.02576112412177986,0.9742388758782201,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,14,6,0.01647058823529412,0.9835294117647059,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,15,1,0.05569007263922518,0.9443099273607748,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,16,5,0.541025641025641,0.458974358974359,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,17,3,0.06281407035175879,0.9371859296482412,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,18,0,0.006329113924050633,0.9936708860759493,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,19,6,0.038834951456310676,0.9611650485436893,05748A
classinsight-cmu_05748A_ghc_4101_201902281630,20,1,0.0,1.0,05748A
classinsight-cmu_05748A_ghc_4101_201903071630,0,2,0.034013605442176874,0.9659863945578231,05748A
classinsight-cmu_05748A_ghc_4101_201903071630,1,15,0.011210762331838564,0.9887892376681614,05748A
classinsight-cmu_05748A_ghc_4101_201903071630,2,7,0.3958333333333333,0.6041666666666667,05748A
classinsight-cmu_05748A_ghc_4101_201903071630,3,11,0.13228699551569506,0.8677130044843049,05748A
classinsight-cmu_05748A_ghc_4101_201903071630,4,19,0.026905829596412557,0.9730941704035875,05748A
classinsight-cmu_05748A_ghc_4101_201903071630,5,4,0.006644518272425249,0.9933554817275747,05748A
classinsight-cmu_05748A_ghc_4101_201903071630,6,1,0.0022522522522522522,0.9977477477477478,05748A
classinsight-cmu_05748A_ghc_4101_201903071630,7,3,0.06531531531531531,0.9346846846846847,05748A
classinsight-cmu_05748A_ghc_4101_201903071630,8,3,0.025,0.975,05748A
classinsight-cmu_05748A_ghc_4101_201903071630,9,3,0.0,1.0,05748A
classinsight-cmu_05748A_ghc_4101_201903071630,10,0,0.049342105263157895,0.9506578947368421,05748A
classinsight-cmu_05748A_ghc_4101_201903071630,11,8,0.04387990762124711,0.9561200923787528,05748A
classinsight-cmu_05748A_ghc_4101_201903071630,12,0,0.011547344110854504,0.9884526558891455,05748A
classinsight-cmu_05748A_ghc_4101_201903071630,13,6,0.050793650793650794,0.9492063492063492,05748A
classinsight-cmu_05748A_ghc_4101_201903071630,14,5,0.0,1.0,05748A
classinsight-cmu_05748A_ghc_4101_201903071630,15,7,0.0375,0.9625,05748A
classinsight-cmu_05748A_ghc_4101_201903071630,16,1,0.13793103448275862,0.8620689655172413,05748A
classinsight-cmu_05748A_ghc_4101_201903071630,17,1,0.11428571428571428,0.8857142857142857,05748A
classinsight-cmu_05748A_ghc_4101_201903071630,18,0,0.7142857142857143,0.2857142857142857,05748A
classinsight-cmu_05748A_ghc_4101_201903071630,19,8,0.4782608695652174,0.5217391304347826,05748A
classinsight-cmu_17214B_ph_a21_201902271030,0,1,0.0,1.0,17214B
classinsight-cmu_17214B_ph_a21_201902271030,1,1,0.013333333333333334,0.9866666666666667,17214B
classinsight-cmu_17214B_ph_a21_201902271030,2,7,0.0,1.0,17214B
classinsight-cmu_17214B_ph_a21_201902271030,3,1,0.01,0.99,17214B
classinsight-cmu_17214B_ph_a21_201902271030,4,2,0.5692307692307692,0.4307692307692308,17214B
classinsight-cmu_17214B_ph_a21_201902271030,5,2,0.0034602076124567475,0.9965397923875432,17214B
classinsight-cmu_17214B_ph_a21_201902271030,6,4,0.018315018315018316,0.9816849816849816,17214B
classinsight-cmu_17214B_ph_a21_201902271030,7,0,0.0038022813688212928,0.9961977186311787,17214B
classinsight-cmu_17214B_ph_a21_201902271030,8,2,0.03319502074688797,0.966804979253112,17214B
classinsight-cmu_17214B_ph_a21_201902271030,9,1,0.0,1.0,17214B
classinsight-cmu_17214B_ph_a21_201902271030,10,2,0.0,1.0,17214B
classinsight-cmu_17214B_ph_a21_201902271030,11,2,0.0038461538461538464,0.9961538461538462,17214B
classinsight-cmu_17214B_ph_a21_201902271030,12,36,0.4262295081967213,0.5737704918032787,17214B
classinsight-cmu_17214B_ph_a21_201902271030,13,20,0.13253012048192772,0.8674698795180723,17214B
classinsight-cmu_17214B_ph_a21_201903061030,0,0,0.0,1.0,17214B
classinsight-cmu_17214B_ph_a21_201903061030,1,1,0.01048951048951049,0.9895104895104895,17214B
classinsight-cmu_17214B_ph_a21_201903061030,2,6,0.08267716535433071,0.9173228346456693,17214B
classinsight-cmu_17214B_ph_a21_201903061030,3,4,0.046153846153846156,0.9538461538461538,17214B
classinsight-cmu_17214B_ph_a21_201903061030,4,13,0.36470588235294116,0.6352941176470588,17214B
classinsight-cmu_17214B_ph_a21_201903061030,5,1,0.08487084870848709,0.915129151291513,17214B
classinsight-cmu_17214B_ph_a21_201903061030,6,3,0.0,1.0,17214B
classinsight-cmu_17214B_ph_a21_201903061030,7,3,0.004273504273504274,0.9957264957264957,17214B
classinsight-cmu_17214B_ph_a21_201903061030,8,2,0.0,1.0,17214B
classinsight-cmu_17214B_ph_a21_201903061030,9,8,0.4,0.6,17214B
classinsight-cmu_17214B_ph_a21_201903061030,10,5,0.12,0.88,17214B
classinsight-cmu_17214B_ph_a21_201903061030,11,0,0.0,1.0,17214B
classinsight-cmu_17214B_ph_a21_201903061030,12,0,0.056338028169014086,0.9436619718309859,17214B
classinsight-cmu_17214B_ph_a21_201903061030,13,2,0.2926829268292683,0.7073170731707317,17214B
classinsight-cmu_17214B_ph_a21_201904031030,0,2,0.0037593984962406013,0.9962406015037594,17214B
classinsight-cmu_17214B_ph_a21_201904031030,1,5,0.05190311418685121,0.9480968858131488,17214B
classinsight-cmu_17214B_ph_a21_201904031030,2,2,0.011494252873563218,0.9885057471264368,17214B
classinsight-cmu_17214B_ph_a21_201904031030,3,1,0.0,1.0,17214B
classinsight-cmu_17214B_ph_a21_201904031030,4,7,0.043795620437956206,0.9562043795620438,17214B
classinsight-cmu_17214B_ph_a21_201904031030,5,2,0.05,0.95,17214B
classinsight-cmu_17214B_ph_a21_201904031030,6,1,0.016483516483516484,0.9835164835164835,17214B
classinsight-cmu_17214B_ph_a21_201904031030,7,3,0.0,1.0,17214B
classinsight-cmu_17214B_ph_a21_201904031030,8,5,0.0,1.0,17214B
classinsight-cmu_17214B_ph_a21_201904101030,0,9,0.0,1.0,17214B
classinsight-cmu_17214B_ph_a21_201904101030,1,3,0.006734006734006734,0.9932659932659933,17214B
classinsight-cmu_17214B_ph_a21_201904101030,2,2,0.0,1.0,17214B
classinsight-cmu_17214B_ph_a21_201904101030,3,1,0.004878048780487805,0.9951219512195122,17214B
classinsight-cmu_17214B_ph_a21_201904101030,4,1,0.010752688172043012,0.989247311827957,17214B
classinsight-cmu_17214B_ph_a21_201904101030,5,5,0.03,0.97,17214B
classinsight-cmu_17214B_ph_a21_201904101030,6,4,0.0847457627118644,0.9152542372881356,17214B
classinsight-cmu_17214B_ph_a21_201904101030,7,0,0.84,0.16000000000000003,17214B
classinsight-cmu_17214B_ph_a21_201904101030,8,7,0.5198412698412699,0.4801587301587301,17214B
classinsight-cmu_17214B_ph_a21_201904101030,9,8,0.0,1.0,17214B
classinsight-cmu_17214B_ph_a21_201904101030,10,4,0.3125,0.6875,17214B
classinsight-cmu_17214B_ph_a21_201904101030,11,2,0.04,0.96,17214B
classinsight-cmu_17214B_ph_a21_201904101030,12,4,0.058823529411764705,0.9411764705882353,17214B
classinsight-cmu_17214B_ph_a21_201904101030,13,5,0.5714285714285714,0.4285714285714286,17214B
classinsight-cmu_17214B_ph_a21_201904241030,0,3,0.00823045267489712,0.9917695473251029,17214B
classinsight-cmu_17214B_ph_a21_201904241030,1,2,0.006779661016949152,0.9932203389830508,17214B
classinsight-cmu_17214B_ph_a21_201904241030,2,0,0.0,1.0,17214B
classinsight-cmu_17214B_ph_a21_201904241030,3,3,0.020202020202020204,0.9797979797979798,17214B
classinsight-cmu_17214B_ph_a21_201904241030,4,2,0.0034129692832764505,0.9965870307167235,17214B
classinsight-cmu_17214B_ph_a21_201904241030,5,1,0.013937282229965157,0.9860627177700348,17214B
classinsight-cmu_17214B_ph_a21_201904241030,6,2,0.08727272727272728,0.9127272727272727,17214B
classinsight-cmu_17214B_ph_a21_201904241030,7,2,0.022641509433962263,0.9773584905660377,17214B
classinsight-cmu_17214B_ph_a21_201904241030,8,5,0.0411522633744856,0.9588477366255144,17214B
classinsight-cmu_17214B_ph_a21_201904241030,9,0,0.02040816326530612,0.9795918367346939,17214B
classinsight-cmu_17214B_ph_a21_201904241030,10,0,0.026905829596412557,0.9730941704035875,17214B
classinsight-cmu_17214B_ph_a21_201904241030,11,0,0.009389671361502348,0.9906103286384976,17214B
classinsight-cmu_17214B_ph_a21_201904241030,12,8,0.0,1.0,17214B
classinsight-cmu_17214B_ph_a21_201904241030,13,6,0.30434782608695654,0.6956521739130435,17214B
classinsight-cmu_17214B_ph_a21_201904241030,14,0,0.023255813953488372,0.9767441860465116,17214B
classinsight-cmu_17214C_ph_225b_201903201130,0,3,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201903201130,1,0,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201903201130,2,1,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201903201130,3,0,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201903201130,4,0,0.00909090909090909,0.990909090909091,17214C
classinsight-cmu_17214C_ph_225b_201903201130,5,2,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201903201130,6,13,0.6,0.4,17214C
classinsight-cmu_17214C_ph_225b_201903201130,7,14,0.03636363636363636,0.9636363636363636,17214C
classinsight-cmu_17214C_ph_225b_201903201130,8,0,0.009615384615384616,0.9903846153846154,17214C
classinsight-cmu_17214C_ph_225b_201903201130,9,1,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201903201130,10,1,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201903201130,11,1,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201903201130,12,0,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201903201130,13,1,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201904101130,0,0,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201904101130,1,1,0.006329113924050633,0.9936708860759493,17214C
classinsight-cmu_17214C_ph_225b_201904101130,2,14,0.006666666666666667,0.9933333333333333,17214C
classinsight-cmu_17214C_ph_225b_201904101130,3,2,0.041379310344827586,0.9586206896551724,17214C
classinsight-cmu_17214C_ph_225b_201904101130,4,5,0.006968641114982578,0.9930313588850174,17214C
classinsight-cmu_17214C_ph_225b_201904101130,5,7,0.7611940298507462,0.23880597014925375,17214C
classinsight-cmu_17214C_ph_225b_201904101130,6,2,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201904101130,7,2,0.007407407407407408,0.9925925925925926,17214C
classinsight-cmu_17214C_ph_225b_201904101130,8,4,0.03508771929824561,0.9649122807017544,17214C
classinsight-cmu_17214C_ph_225b_201904101130,9,2,0.011111111111111112,0.9888888888888889,17214C
classinsight-cmu_17214C_ph_225b_201904101130,10,4,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201904101130,11,1,0.25,0.75,17214C
classinsight-cmu_17214C_ph_225b_201904101130,12,1,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201904101130,13,3,0.07746478873239436,0.9225352112676056,17214C
classinsight-cmu_17214C_ph_225b_201904101130,14,2,0.4727272727272727,0.5272727272727273,17214C
classinsight-cmu_17214C_ph_225b_201904171130,0,1,0.2608695652173913,0.7391304347826086,17214C
classinsight-cmu_17214C_ph_225b_201904171130,1,2,0.17666666666666667,0.8233333333333334,17214C
classinsight-cmu_17214C_ph_225b_201904171130,2,3,0.05,0.95,17214C
classinsight-cmu_17214C_ph_225b_201904171130,3,4,0.05017921146953405,0.9498207885304659,17214C
classinsight-cmu_17214C_ph_225b_201904171130,4,4,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201904171130,5,2,0.02,0.98,17214C
classinsight-cmu_17214C_ph_225b_201904171130,6,4,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201904171130,7,6,0.006666666666666667,0.9933333333333333,17214C
classinsight-cmu_17214C_ph_225b_201904171130,8,10,0.023972602739726026,0.976027397260274,17214C
classinsight-cmu_17214C_ph_225b_201904171130,9,18,0.583756345177665,0.41624365482233505,17214C
classinsight-cmu_17214C_ph_225b_201904171130,10,6,0.05128205128205128,0.9487179487179487,17214C
classinsight-cmu_17214C_ph_225b_201904171130,11,8,0.04897959183673469,0.9510204081632653,17214C
classinsight-cmu_17214C_ph_225b_201904171130,12,6,0.0043859649122807015,0.9956140350877193,17214C
classinsight-cmu_17214C_ph_225b_201904171130,13,1,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201904171130,14,0,0.005494505494505495,0.9945054945054945,17214C
classinsight-cmu_17214C_ph_225b_201904171130,15,8,0.05555555555555555,0.9444444444444444,17214C
classinsight-cmu_17214C_ph_225b_201904171130,16,8,0.8764044943820225,0.1235955056179775,17214C
classinsight-cmu_17214C_ph_225b_201904241130,0,0,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201904241130,1,1,0.07042253521126761,0.9295774647887324,17214C
classinsight-cmu_17214C_ph_225b_201904241130,2,2,0.0033333333333333335,0.9966666666666667,17214C
classinsight-cmu_17214C_ph_225b_201904241130,3,1,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201904241130,4,0,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201904241130,5,7,0.006666666666666667,0.9933333333333333,17214C
classinsight-cmu_17214C_ph_225b_201904241130,6,1,0.0033333333333333335,0.9966666666666667,17214C
classinsight-cmu_17214C_ph_225b_201904241130,7,39,0.6478260869565218,0.3521739130434782,17214C
classinsight-cmu_17214C_ph_225b_201904241130,8,3,0.7887323943661971,0.21126760563380287,17214C
classinsight-cmu_17214C_ph_225b_201904241130,9,4,0.0035335689045936395,0.9964664310954063,17214C
classinsight-cmu_17214C_ph_225b_201904241130,10,5,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201904241130,11,13,0.007936507936507936,0.9920634920634921,17214C
classinsight-cmu_17214C_ph_225b_201904241130,12,4,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201905011130,0,1,0.0196078431372549,0.9803921568627451,17214C
classinsight-cmu_17214C_ph_225b_201905011130,1,0,0.07906976744186046,0.9209302325581395,17214C
classinsight-cmu_17214C_ph_225b_201905011130,2,2,0.016891891891891893,0.9831081081081081,17214C
classinsight-cmu_17214C_ph_225b_201905011130,3,1,0.024539877300613498,0.9754601226993865,17214C
classinsight-cmu_17214C_ph_225b_201905011130,4,8,0.05907172995780591,0.9409282700421941,17214C
classinsight-cmu_17214C_ph_225b_201905011130,5,1,0.056666666666666664,0.9433333333333334,17214C
classinsight-cmu_17214C_ph_225b_201905011130,6,2,0.019305019305019305,0.9806949806949807,17214C
classinsight-cmu_17214C_ph_225b_201905011130,7,1,0.045774647887323945,0.954225352112676,17214C
classinsight-cmu_17214C_ph_225b_201905011130,8,11,0.18181818181818182,0.8181818181818181,17214C
classinsight-cmu_17214C_ph_225b_201905011130,9,10,0.5643564356435643,0.4356435643564357,17214C
classinsight-cmu_17214C_ph_225b_201905011130,10,0,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201905011130,11,6,0.0,1.0,17214C
classinsight-cmu_17214C_ph_225b_201905011130,12,1,0.06722689075630252,0.9327731092436975,17214C
classinsight-cmu_17214C_ph_225b_201905011130,13,1,0.2876712328767123,0.7123287671232876,17214C
classinsight-cmu_17214C_ph_225b_201905011130,14,1,0.10416666666666667,0.8958333333333334,17214C
classinsight-cmu_17214C_ph_225b_201905011130,15,0,0.21014492753623187,0.7898550724637681,17214C
classinsight-cmu_17214C_ph_225b_201905011130,16,1,0.28865979381443296,0.711340206185567,17214C
classinsight-cmu_17214C_ph_225b_201905011130,17,5,0.1566265060240964,0.8433734939759037,17214C
classinsight-cmu_17214C_ph_225b_201905011130,18,2,0.16216216216216217,0.8378378378378378,17214C
